policy_id,min_age,max_age,min_coverage,max_coverage,special_notes
22,,,1000000,0,"■필수기재사항 1. 가입나이 : 15~최대80세(납입기간별로 상이함) 2. 보험기간 : 100세만기 3. 보험료 예시 : 주계약 저해약환급금형,가입금액 3,000만원, 40세, 20년납, 월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납, 100세만기(비갱신형), 저해약환급금형(비갱신형) (다만, 무배당 표적항암약물허가치료특약(갱신형)2형의 경우 10년만기(갱신형)) 4. 보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 주계약 납입기간 : 5년납/10년납/15년납/20년납/25년납/30년납 2. 주계약 가입한도 : 100만원 ~ 10,000만원 3. 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스 암특화형"
23,,,0,0,"■필수기재사항 1.가입나이: 최초계약 - 15세 ~ 최대80세 (성별로 상이함), 갱신계약 - 35세 ~ 99세 2.보험기간: 최초계약 - 20년만기(갱신형) 갱신계약 - 1~20년만기(갱신형) 3.보험료 예시 : 주계약 가입금액 3,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납 (다만, 무배당 표적항암약물허가치료특약(간편가입/갱신형)2형의 경우 10년만기(갱신형)) 4.보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 간편심사보험 2. 납입기간 : 전기월납 3. 주계약 가입한도 : 1,000만원 ~ 10,000만원 4. 최종 갱신계약의 보험기간 종료일은 피보험자의 100세 계약해당일 5. 교보New헬스케어서비스(암특화형)"
24,,,0,0,"■필수기재사항 1.가입나이: 최초계약 - 15세 ~ 최대80세 (성별로 상이함), 갱신계약 - 35세 ~ 99세 2.보험기간: 최초계약 - 20년만기(갱신형) 갱신계약 - 1~20년만기(갱신형) 3.보험료 예시 : 주계약 가입금액 3,000만원, 40세, 최초계약, 40세, 20년만기(갱신형), 전기월납 특약 가입금액 1,000만원, 최초계약, 40세, 20년만기(갱신형), 전기월납 (다만, 무배당 표적항암약물허가치료특약(갱신형)2형의 경우 10년만기(갱신형)) 4.보장범위지수 산출시 개별상품 암진단 위험보험료는 암(기타피부암,대장점막내암,특정갑상선암,초기유방암(여성에 한함) 및 전립선암 제외) 진단보험금 1,000만원, 초기유방암(여성에 한함) 및 전립선암 진단보험금 400만원, 특정갑상선암, 양성뇌종양/경계성종양/기타피부암/대장점막내암/제자리암 진단보험금 200만원 기준으로 산출되었습니다. ■선택기재사항 1. 납입기간 : 전기월납 2. 주계약 가입한도 : 1,000만원 ~ 10,000만원 3. 최종 갱신계약의 보험기간 종료일은 피보험자의 100세 계약해당일 4. 교보New헬스케어서비스(암특화형)"
25,15,60,,,"■필수기재사항 1. 가입나이 : 만15세 ~ 60세(보험기간, 납입기간별로 상이함) 2. 보험기간 : 10/20년만기, 60/70세만기 3. 보험료 예시 기준 : 40세가입, 70세만기, 20년납, 주계약 가입금액 3,000만원 4. 보장범위지수 예시 기준 : 40세가입, 10년만기, 전기납 5. 보장범위지수 세부산출 기준 보장범위지수 산출시 개별상품의 '암진단' 위험보험료는 암('유방암' 및 '전립선암' 제외) 진단자금 1,000만원, '유방암 또는 전립선암' 진단자금 400만원, 소액암 진단자금 100만원 기준으로 산출되었고, 개별상품의 '암입원' 위험보험료는 암 입원비 5만원, 소액암 입원비 1만원 기준으로 산출되었습니다. ※ 암 : 기타피부암, 대장점막내암, 갑상선암을 제외한 암 ■선택기재사항 1. 장애인전용보험 2.(무)암사망특약은 종속특약으로 보험료 예시에는 포함되지 아니함."
26,,,,,"1. 가입나이  - 1종(암보장형) 남자 0세~55세, 여자 0세~62세 2. 보험기간: 80세만기, 100세만기, 110세만기 3. 보험종류  - 1종(암보장형) / 2종(2대질병보장형) / 3종(3대질병보장형) 4. 보험료 및 보험가격지수 예시기준 : 40세, 80세만기, 20년납, 월납, 가입금액 3천만원, 1종(암보장형) 기준 5. 보장범위지수 예시기준 : 남자, 40세, 10년만기, 10년납 기준"
27,,,,,"1. 보험기간 : 10,20,30년 만기(최초계약), 5년 만기, 100세 만기(갱신계약) 2. 보험종류 : 최초계약, 갱신계약 3. 가입나이 : 15세 ~ 75세(최초계약), 25세 ~ 99세(갱신계약) 4. 납입기간 : 전기납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 가입금액 3,000만원, 40세, 20년만기, 20년납, 월납 7. 보험료 산출기준 : 가입금액(주보험 5,000만원, 유사암진단특약 1,000만원), 40세, 30년만기, 30년납, 월납 8. 보장범위지수 산출기준 : 남자, 40세, 10년만기, 10년납, 월납, 가입금액(주보험 1,000만원, 유사암진단특약 200만원) 9. 특이사항 : 암 걱정없는 암치료보험(갱신형) 무배당은 주계약 암(유사암 제외) 진단 보장 및 특약 부가를 통하여 암 치료 전 여정을 보장하는 암보험입니다. 암의 발생 이전 암 검사, 진단, 수술, 입원, 통원, 항암치료 및 항암치료 이후 부작용 보장까지 암의 치료 과정에서 발생할 수 있는 다양한 위험을 보장합니다."
28,,,,,"1. 보험기간 : 80, 90, 100세 만기(기본형, 해약환급금이 없는 유형), 10년 만기(갱신형 최초계약), 5년 만기, 100세 만기(갱신형 갱신계약) 2. 보험종류 : 기본형, 해약환급금이 없는 유형, 갱신형 3. 가입나이 : 0 ~ 60세(기본형, 해약환급금이 없는 유형, 갱신형 최초계약), 10 ~ 99세(갱신형 갱신계약) 4. 납입기간 : 10,15,20, 25, 30년납, 전기납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 갱신형, 가입금액 3,000만원, 40세, 10년만기, 전기납, 월납 7. 보험료 산출기준 : 갱신형, 가입금액 3,000만원, 40세, 10년만기, 전기납, 월납 8. 보장범위지수 산출기준 : 남자, 40세, 10년만기, 10년납, 월납 (위험보험료 진단금 기준 : 일반암 1,000만원, 여성유방암 또는 전립선암 200만원, 유사암(기타피부암, 갑상선암(중증갑상선암 제외), 대장점막내암, 비침습방광암, 제자리암 및 경계성종양) 100만원) 9. 특약 보험기간, 납입기간: 10년만기, 10년납 10. 특이사항 : 「온라인 암보험 무배당」은 주계약의 암진단보험금을 중심으로 고액암진단 및 각종 항암치료관련 특약을 부가해 암진단부터 암치료까지 폭넓은 보장을 설계할 수 있는 상품입니다."
29,,,,,"1. 보험기간 : 80, 90, 100세 만기(기본형, 해약환급금이 없는 유형), 10년 만기(갱신형 최초계약), 5년 만기, 100세 만기(갱신형 갱신계약) 2. 보험종류 : 기본형, 해약환급금이 없는 유형, 갱신형 3. 가입나이 : 0 ~ 60세(기본형, 해약환급금이 없는 유형, 갱신형 최초계약), 10 ~ 99세(갱신형 갱신계약) 4. 납입기간 : 10,15,20, 25, 30년납, 전기납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 해약환급금이 없는 유형, 가입금액 3,000만원, 40세, 80세만기, 20년납, 월납 7. 보험료 산출기준 : 해약환급금이 없는 유형, 가입금액 3,000만원, 40세, 80세만기, 20년납, 월납 8. 보장범위지수 산출기준 : 남자, 40세, 10년만기, 10년납, 월납 (위험보험료 진단금 기준 : 일반암 1,000만원, 여성유방암 또는 전립선암 200만원, 유사암(기타피부암, 갑상선암(중증갑상선암 제외), 대장점막내암, 비침습방광암, 제자리암 및 경계성종양) 100만원) 9. 특약 보험기간, 납입기간:  - 해약환급금이 없는 유형: 80세만기, 20년납  - 갱신형: 10년만기, 10년납 10. 특이사항 : 「온라인 암보험 무배당」은 주계약의 암진단보험금을 중심으로 고액암진단 및 각종 항암치료관련 특약을 부가해 암진단부터 암치료까지 폭넓은 보장을 설계할 수 있는 상품입니다."
30,,,,,"1. 보험기간 : 80, 90, 100세 만기(기본형, 해약환급금이 없는 유형), 10년 만기(갱신형 최초계약), 5년 만기, 100세 만기(갱신형 갱신계약) 2. 보험종류 : 기본형, 해약환급금이 없는 유형, 갱신형 3. 가입나이 : 0 ~ 60세(기본형, 해약환급금이 없는 유형, 갱신형 최초계약), 10 ~ 99세(갱신형 갱신계약) 4. 납입기간 : 10,15,20, 25, 30년납, 전기납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 기본형, 가입금액 3,000만원, 40세, 80세만기, 20년납, 월납 7. 보험료 산출기준 : 기본형, 가입금액 3,000만원, 40세, 80세만기, 20년납, 월납 8. 보장범위지수 산출기준 : 남자, 40세, 10년만기, 10년납, 월납 (위험보험료 진단금 기준 : 일반암 1,000만원, 여성유방암 또는 전립선암 200만원, 유사암(기타피부암, 갑상선암(중증갑상선암 제외), 대장점막내암, 비침습방광암, 제자리암 및 경계성종양) 100만원) 9. 특약 보험기간, 납입기간: 갱신형 - 10년만기, 10년납 기본형 - 80세만기, 20년납 10. 특이사항 : 「온라인 암보험 무배당」은 주계약의 암진단보험금을 중심으로 고액암진단 및 각종 항암치료관련 특약을 부가해 암진단부터 암치료까지 폭넓은 보장을 설계할 수 있는 상품입니다."
31,19,60,,,"1. 보험기간 : 5년만기, 10년만기 2. 보험종류 : 남성형, 여성형 3. 가입나이 : 만19세 ~ 최대 60세 4. 납입기간 : 일시납, 전기납 5. 납입주기 : 일시납, 월납, 연납 6. 보험가격지수 산출기준 : 40세, 10년만기, 전기납, 월납, 가입금액 1,000만원(단, [여성형]은 500만원) 7. 보험료 산출기준 : 40세, 10년만기, 전기납, 월납, 가입금액 1,000만원 (단, [여성형]은 500만원) 8. 보장범위지수 산출기준 : 남성형, 40세, 10년만기, 10년납, 월납, 보험가입금액 1000만원 9. 특이사항 : 「온라인 더 잘고른 미니암보험 무배당」은 인터넷으로 직접 가입하는 '주요암' 보장 상품으로 만19세부터 60세까지 저렴한 보험료로 가입이 가능합니다."
32,15,75,,,"1. 보험종목  -. 일반형, 325간편심사형, 355간편심사형  -. 표준형, 해약환급금 미지급형Ⅲ 2. 가입나이: 만15세 ~ 최대 75세 3. 보험기간: 80세, 90세, 95세, 100세만기 4. 보험료 납입기간 및 납입주기: 10년, 15년, 20년, 25년, 30년납 / 월납 5. 보험료 예시기준: 일반형, 해약환급금 미지급형Ⅲ, 40세, 주계약 보험가입금액 100만원,80세만기, 20년납, 월납 6. 보험가격지수 예시기준: 일반형, 해약환급금 미지급형Ⅲ, 40세, 주계약 보험가입금액 500만원, 80세만기, 20년납, 월납 7. 보장범위지수 예시기준: 일반형, 해약환급금 미지급형Ⅲ, 40세, 일반암 1,000만원, 유방암 및 남녀생식기암 1,000만원, 소액암 200만원, 10년만기, 전기납, 남자 8. 특약보험료 예시기준  -. (무)소액치료비암진단특약, (무)유방암 및 남녀생식기관련암 진단특약, (무)일반암진단특약: 일반형, 해약환급금 미지급형Ⅲ, 80세만기, 20년납, 월납  -. (무)표적항암약물치료특약Ⅱ(갱신형): 일반형, 10년만기, 전기납, 최초계약, 월납"
33,15,75,,,"1. 보험종목  -. 일반형, 325간편심사형, 355간편심사형  -. 표준형, 해약환급금 미지급형Ⅲ 2. 가입나이: 만15세 ~ 최대 75세 3. 보험기간: 80세, 90세, 95세, 100세만기 4. 보험료 납입기간 및 납입주기: 10년, 15년, 20년, 25년, 30년납 / 월납 5. 보험료 예시기준: 일반형, 표준형, 40세, 주계약 보험가입금액 100만원, 80세만기, 20년납, 월납 6. 보험가격지수 예시기준: 일반형, 표준형, 40세, 주계약 보험가입금액 500만원, 80세만기, 20년납, 월납 7. 보장범위지수 예시기준: 일반형, 표준형, 40세, 일반암 1,000만원, 유방암 및 남녀생식기암 1,000만원, 소액암 200만원, 10년만기, 전기납, 남자 8. 특약보험료 예시기준  -. (무)소액치료비암진단특약, (무)유방암 및 남녀생식기관련암 진단특약, (무)일반암진단특약: 일반형, 표준형, 80세만기, 20년납, 월납  -. (무)표적항암약물치료특약Ⅱ(갱신형): 일반형, 10년만기, 전기납, 최초계약, 월납"
34,,,,,"1. 보험종목: 갱신형, 표준형, 해약환급금 미지급형Ⅲ 2. 가입나이: 최소 0세 ~ 최대 60세 3. 보험기간  -. 갱신형: 10년만기(갱신형)  -. 표준형 및 해약환급금 미지급형Ⅲ: 20년만기, 80세만기, 100세만기 4. 보험료 납입기간  -. 갱신형: 전기납  -. 표준형 및 해약환급금 미지급형Ⅲ: 전기납, 10년납, 20년납, 80세납 5. 보험료 예시기준: 갱신형, 40세, 주계약 보험가입금액 1,000만원, 10년만기, 전기납, 월납 6. 보험가격지수 예시기준: 갱신형, 40세, 주계약 보험가입금액 1,000만원, 10년만기, 전기납, 월납 7. 보장범위지수 예시기준: 갱신형, 40세, 일반암 1,000만원, 소액암 200만원, 10년만기, 전기납, 남자"
35,,,,,"1. 보험종목: 갱신형, 표준형, 해약환급금 미지급형Ⅲ 2. 가입나이: 최소 0세 ~ 최대 60세 3. 보험기간  -. 갱신형: 10년만기(갱신형)  -. 표준형 및 해약환급금 미지급형Ⅲ: 20년만기, 80세만기, 100세만기 4. 보험료 납입기간  -. 갱신형: 전기납  -. 표준형 및 해약환급금 미지급형Ⅲ: 전기납, 10년납, 20년납, 80세납 5. 보험료 예시기준: 해약환급금 미지급형Ⅲ 40세, 주계약 보험가입금액 1,000만원, 80세만기, 20년납, 월납 6. 보험가격지수 예시기준: 해약환급금 미지급형Ⅲ 40세, 주계약 보험가입금액 1,000만원, 80세만기, 20년납, 월납 7. 보장범위지수 예시기준: 해약환급금 미지급형Ⅲ, 40세, 일반암 1,000만원, 소액암 200만원, 10년만기, 전기납, 남자"
36,,,,,"1. 보험종목: 갱신형, 표준형, 해약환급금 미지급형Ⅲ 2. 가입나이: 최소 0세 ~ 최대 60세 3. 보험기간  -. 갱신형: 10년만기(갱신형)  -. 표준형 및 해약환급금 미지급형Ⅲ: 20년만기, 80세만기, 100세만기 4. 보험료 납입기간  -. 갱신형: 전기납  -. 표준형 및 해약환급금 미지급형Ⅲ: 전기납, 10년납, 20년납, 80세납 5. 보험료 예시기준: 표준형, 40세, 주계약 보험가입금액 1,000만원, 80세만기, 20년납, 월납 6. 보험가격지수 예시기준: 표준형, 40세, 주계약 보험가입금액 1,000만원, 80세만기, 20년납, 월납 7. 보장범위지수 예시기준: 표준형, 40세, 일반암 1,000만원, 소액암 200만원, 10년만기, 전기납, 남자"
37,,,,,"1. 보험종목  -. 암보장형(20년 일시지급형, 25년 일시지급형)  -. 3대질병보장형(20년 일시지급형, 25년 일시지급형) 2. 가입나이: 30세 ~ 최고 65세 3. 보험기간: 90세, 110세만기 4. 보험료 납입기간: 5년, 10년, 15년, 20년, 25년납 5. 보험료 납입주기: 월납, 연납 6. 보험료 예시기준: 암보장형 20년 일시지급형, 40세, 주계약 보험가입금액 3,000만원, 90세만기, 20년납, 월납, 건강관리자금 제외 7. 보험가격지수 예시기준: 암보장형 20년 일시지급형, 40세, 주계약 보험가입금액 3,000만원, 90세만기, 20년납, 월납 8. 보장범위지수 예시기준: 암보장형 20년 일시지급형, 40세, 일반암 1,000만원, 소액암 200만원, 10년만기, 전기납, 남자"
38,,,,,"1. 보험기간 : 10년, 20년만기 갱신형, 최대 100세 만기 * 최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일로 한다. * 최종 갱신계약의 보험기간 만료일이 '10년만기의 경우 10년', '20년만기의 경우 20년' 미만일 경우에는 갱신일부터 최종 갱신계약의 보험기간 만료일까지를 보험기간으로 합니다. 2. 납입기간 : 전기납 3. 가입연령 : 만19세 ~ 최고 60세 4. 보험료 및 보험가격지수 예시기준 : 주계약 가입금액 3,000만원, 남/여 40세, 20년만기, 전기납, 월납 5. 보장범위지수 세부산출 기준 - 남자, 40세, 10년만기, 전기납, 월납, 최초계약기준 - 암 진단자금 1,000만원, 소액암(기타피부암, 갑상선암, 제자리암 및 경계성종양)진단자금 200만원 6. 선택특약 예시 기준 - (무)항암약물치료보장특약Ⅱ(갱신형)(O), (무)항암방사선치료보장특약Ⅱ(갱신형)(O), (무)특정항암호르몬약물허가치료보장특약Ⅱ(갱신형)(O), (무)항암양성자방사선치료보장특약Ⅱ(갱신형)(O): 10년만기 전기납 갱신형 * 기타 자세한 사항은 상품요약서 참조"
39,,,,,"1. 상품형태: 1종(암보장형), 2종(2대질환보장형), 3종(3대질환보장형), 4종(치매보장형) 2. 보험기간: 100세만기 3. 납입기간: 3, 5, 7, 10, 15년납 4. 가입연령: 16세 ~ 최고 58세 (가입조건별 상이) 5. 보험료 및 보험가격지수 예시기준: 1종(암보장형), 40세, 100세만기, 15년납, 월납, 가입금액 3,000만원 6. 보장범위지수: 1종(암보장형), 남자 40세, 10년만기, 전기납, 월납 ※ 기타 자세한 사항은 상품요약서 참조"
40,15,70,,,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출"
41,15,70,,,"1. 가입나이: 실속형- 만15세~최고70세, 보장체증형- 만15세~최고70세 2. 보험기간: 실속형: 10, 20, 30년만기, 80, 90, 100세만기, 보장체증형: 20, 30년만기, 80, 90, 100세만기 3. 상품형태: 실속형 / 보장체증형 4. 보험료 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 5. 특약 보험료 예시기준: (무)표적항암약물허가치료특약(갱신형)(최초계약, 10년만기, 10년납), (무)특정면역항암약물허가치료특약(갱신형)(최초계약, 5년만기, 5년납), 그 외 특약(80세만기, 20년납) 6. 보험가격지수 예시기준: 실속형, 80세만기, 20년납, 40세, 가입금액 2,000만원 7. 보장범위지수 세부산출 기준 : 개별상품 위험보험료는 삭감기간 1년, 고액치료비관련암진단비 5,000만원, 고액치료비관련암이외의암진단비 1,000만원, 기타피부암, 갑상선암, 제자리암, 경계성종양 진단비 각 200만원 기준으로 산출"
42,,,,,"1. 가입연령 : 만15세~70세 2. 보험기간 및 납입기간 : 20년만기 전기납, 최초계약기준 3. 보험가입금액 : 1,000만원~ 1억원 4. 보험가격지수 예시기준 : 20년만기 20년납, 월납, 40세, 가입금액 3천만원 5. 보험료 예시 기준 : 주계약가입금액 3,000만원 / 의무부가특약 2종 - 무배당 360 3대특정암진단특약(갱신형) 및 무배당 360 소액암진단특약(갱신형) 보험가입금액 각 3,000만원, 600만원 / 40세 남,여 / 20년만기 20년납 월납 최초계약기준 주계약 : 남자 15,000 / 여자 9,900원 무배당 360 3대특정암진단특약(갱신형) : 남자 1,200원, 여자 13,200원 무배당 360 소액암진단특약(갱신형) : 남자 840원, 여자 2,820원 6. 보장범위지수 세부산출 기준 : 40세남, 10년만기, 전기납, 월납, 최초계약기준 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 유방암및남녀생식기암진단보험금 1,000만원, 소액암진단보험금 1,000만원 기준으로 산출."
43,,,,,"1. 가입연령 : 20세 ~ 60세 2. 보험기간 및 납입기간 : 1년 만기 및 일시납 3. 보험가입금액 : 500만원 4. 보험가격지수 예시 기준 : 1년만기, 일시납, 가입금액 500만원, 40세 5. 보장범위지수 예시 기준 : 1년만기, 월납, 40세 남, 가입금액 1,000만원 6. 보험료 예시 기준 : 가입금액 500만원, 40세 남/여, 1년만기, 일시납"
44,,,,,"1. 가입연령 : 20세 ~ 60세 2. 보험기간 및 납입기간 : 1년 만기 및 일시납 3. 보험가입금액 : 500만원 4. 보험가격지수 예시 기준 : 1년만기, 일시납, 가입금액 500만원, 40세 5. 보장범위지수 예시 기준 : 1년만기, 월납, 가입금액 1,000만원, 40세 남 6. 보험료 예시 기준 : 가입금액 500만원, 40세 남/여, 1년만기, 일시납"
